candidate_index,raw,valid,invalid_reasons,duplicate_of,canonical_expression,terms,term_count,cv_rmse_mean,cv_rmse_std,cv_r2,condition_number
1,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2 + a6*Cl^2,Sn;Br;Cl;Sn^2;Br^2;Cl^2,6.0,0.06456922679024857,0.005078242134174922,0.956158700117455,49.17614842996105
2,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Br^2,Sn;Br;Cl;Sn^2;Br^2,5.0,0.06381619210960617,0.0048707206201949885,0.9571879206007586,21.525446749159425
3,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2 + a5*Cl^2,Sn;Br;Cl;Sn^2;Cl^2,5.0,0.06961080151153028,0.0029073516369842235,0.9492460655550627,48.54078013206082
4,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Br^2 + a5*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Br^2 + a5*Cl^2,Sn;Br;Cl;Br^2;Cl^2,5.0,0.08653693419043293,0.00498328338845775,0.921479221385301,48.85332938537515
5,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Sn^2,Sn;Br;Cl;Sn^2,4.0,0.06930096155365931,0.0029854979786585827,0.949690423723918,20.465492419497497
6,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Br^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Br^2,Sn;Br;Cl;Br^2,4.0,0.08629710089954677,0.00483448119159448,0.921925147075996,18.791336545442693
7,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Cl + a4*Cl^2,Sn;Br;Cl;Cl^2,4.0,0.08855630216924677,0.006559688595695378,0.917629504957556,48.18101850375021
8,Eg = a0 + a1*Sn + a2*Br + a3*Cl,False,missing required quadratic curvature term,,,Sn;Br;Cl,,,,,
9,Eg = a0 + a1*Sn + a2*Br + a4*Sn^2 + a5*Br^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Sn^2 + a4*Br^2,Sn;Br;Sn^2;Br^2,4.0,0.19474231469175535,0.07883240247354524,0.5504939747829952,21.45680367620507
10,Eg = a0 + a1*Sn + a2*Br + a4*Sn^2 + a5*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Sn^2 + a4*Cl^2,Sn;Br;Sn^2;Cl^2,4.0,0.08788743347655206,0.02008221553433612,0.9158156461488137,20.44662578663955
11,Eg = a0 + a1*Sn + a2*Br + a4*Sn^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Sn^2,Sn;Br;Sn^2,3.0,0.1956023657476197,0.07950908384425656,0.5460770188454012,20.325044475390175
12,Eg = a0 + a1*Sn + a2*Br + a4*Br^2,True,,,Eg = a0 + a1*Sn + a2*Br + a3*Br^2,Sn;Br;Br^2,3.0,0.21061285265997745,0.07759090870674044,0.48478604880904874,18.760280678438505
13,Eg = a0 + a1*Sn + a4*Sn^2,True,,,Eg = a0 + a1*Sn + a2*Sn^2,Sn;Sn^2,2.0,0.26672541978839603,0.04890636748926543,0.23546834963118723,19.774105470059745
14,Eg = a0 + a1*Sn + a4*Cl^2,True,,,Eg = a0 + a1*Sn + a2*Cl^2,Sn;Cl^2,2.0,0.21422294787539986,0.03185335532827316,0.5118738323581998,9.105782434958165
15,Eg = a0 + a1*Sn + a4*Sn^2 + a5*Br^2,True,,,Eg = a0 + a1*Sn + a2*Sn^2 + a3*Br^2,Sn;Sn^2;Br^2,3.0,0.19901909453052136,0.07413515667732108,0.5389339337179513,19.922126478120205
16,Eg = a0 + a1*Sn,False,fewer than 2 non-constant terms; missing required quadratic curvature term,,,Sn,,,,,
